Stofnaam,KRW status,CAS-nummer,EG-nummer,Aquo-code,SIKB-id,Categorie,Compartiment,Norm,Waarde,Eenheid,Normwaardestatus.code,Normwaardestatus.omschrijving,Achtergrondconcentratie.code,Achtergrondconcentratie.omschrijving,Toelichtende voetnoot 1,Toelichtende voetnoot 2,Toelichtende voetnoot 3,Norm.code,Norm.omschrijving,Normsubgroup.code,Normsubgroup.omschrijving,Compartiment.code,Compartiment.omschrijving,Compartimentsubgroep.code,Compartimentsubgroep.omschrijving,Grootheid.code,Grootheid.omschrijving,Hoedanigheid.code,Hoedanigheid.omschrijving,Waardebewerkingsmethode.code ,Waardebewerkingsmethode.omschrijving,Geldigheid.begindatum,Geldigheid.einddatum,Column1
tin,Specifiek verontreinigende stoffen,7440-31-5,231-141-8,Sn,1564,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (opgelost),"0,6",µg/l,NR,Uit regelgeving,EXCLAC,Exclusief achtergrondconcentratie,Correctie voor achtergrondconcentratie mogelijk,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,nf,na filtratie (opgeloste fractie),JGM,Jaargemiddelde,,,
tin,Specifiek verontreinigende stoffen,7440-31-5,231-141-8,Sn,1564,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (opgelost),36,µg/l,NR,Uit regelgeving,EXCLAC,Exclusief achtergrondconcentratie,Correctie voor achtergrondconcentratie mogelijk,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,nf,na filtratie (opgeloste fractie),MAX,Maximum,,,
titanium,Specifiek verontreinigende stoffen,7440-32-6,231-142-3,Ti,1565,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (opgelost),20,µg/l,NR,Uit regelgeving,EXCLAC,Exclusief achtergrondconcentratie,Correctie voor achtergrondconcentratie mogelijk,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,nf,na filtratie (opgeloste fractie),JGM,Jaargemiddelde,,,
tolclofos-methyl,Specifiek verontreinigende stoffen,57018-04-9,260-515-3,tolcfsC1y,1567,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"1,2",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
tolclofos-methyl,Specifiek verontreinigende stoffen,57018-04-9,260-515-3,tolcfsC1y,1567,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),"7,1",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
triazofos,Specifiek verontreinigende stoffen,24017-47-8,245-986-5,Tazfs,1589,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),1,ng/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
triazofos,Specifiek verontreinigende stoffen,24017-47-8,245-986-5,Tazfs,1589,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),20,ng/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
tributylfosfaat,Specifiek verontreinigende stoffen,126-73-8,204-800-2,TC4yPO4,1591,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),66,µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
tributylfosfaat,Specifiek verontreinigende stoffen,126-73-8,204-800-2,TC4yPO4,1591,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),170,µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
trichloorfon,Specifiek verontreinigende stoffen,52-68-6,200-149-3,TClfn,1601,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),1,ng/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
trifenyltin (kation),Specifiek verontreinigende stoffen,668-34-8,694-821-7,,,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (totaal),"0,00024",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,"Waarde geldt voor de som van trifenyltinacetaat, trifenyltinchloride en fentinhydroxide.",,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,JGM,Jaargemiddelde,,,
trifenyltin (kation),Specifiek verontreinigende stoffen,668-34-8,694-821-7,,,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (totaal),"0,49",µg/l,NR,Uit regelgeving,INCLAC,Inclusief achtergrondconcentratie,"Waarde geldt voor de som van trifenyltinacetaat, trifenyltinchloride en fentinhydroxide.",,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,NVT,Niet van toepassing,MAX,Maximum,,,
uranium,Specifiek verontreinigende stoffen,7440-61-1,231-170-6,U,1637,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (opgelost),"0,17",µg/l,NR,Uit regelgeving,EXCLAC,Exclusief achtergrondconcentratie,Correctie voor achtergrondconcentratie mogelijk,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,nf,na filtratie (opgeloste fractie),JGM,Jaargemiddelde,,,
uranium,Specifiek verontreinigende stoffen,7440-61-1,231-170-6,U,1637,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (opgelost),"8,6",µg/l,NR,Uit regelgeving,EXCLAC,Exclusief achtergrondconcentratie,Correctie voor achtergrondconcentratie mogelijk,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,nf,na filtratie (opgeloste fractie),MAX,Maximum,,,
vanadium,Specifiek verontreinigende stoffen,7440-62-2,231-171-1,V,1642,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (opgelost),"3,5",µg/l,NR,Uit regelgeving,EXCLAC,Exclusief achtergrondconcentratie,Correctie voor achtergrondconcentratie mogelijk,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,nf,na filtratie (opgeloste fractie),JGM,Jaargemiddelde,,,
zilver,Specifiek verontreinigende stoffen,7440-22-4,231-131-3,Ag,1692,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (opgelost),"0,01",µg/l,NR,Uit regelgeving,EXCLAC,Exclusief achtergrondconcentratie,Correctie voor achtergrondconcentratie mogelijk,,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,nf,na filtratie (opgeloste fractie),JGM,Jaargemiddelde,,,
zilver,Specifiek verontreinigende stoffen,7440-22-4,231-131-3,Ag,1692,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (opgelost),"0,01",µg/l,NR,Uit regelgeving,EXCLAC,Exclusief achtergrondconcentratie,Correctie voor achtergrondconcentratie mogelijk,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,nf,na filtratie (opgeloste fractie),MAX,Maximum,,,
zink,Specifiek verontreinigende stoffen,7440-66-6,231-175-3,Zn,1693,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk JG-MKN (opgelost),"7,8",µg/l,NR,Uit regelgeving,EXCLAC,Exclusief achtergrondconcentratie,"In het monitoringsprogramma wordt bepaald dat bij toetsing van de resultaten een correctie wordt toegepast, waarbij rekening wordt gehouden met waterkwaliteitsparameters die de biologische beschikbaarheid van metalen beïnvloeden.",,,JG-MKN,Jaargemiddelde milieukwaliteitsnorm,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,nf,na filtratie (opgeloste fractie),JGM,Jaargemiddelde,,,
zink,Specifiek verontreinigende stoffen,7440-66-6,231-175-3,Zn,1693,Milieu,Oppervlaktewater zoet,Landoppervlaktewateren wettelijk MAC-MKN (opgelost),"15,6",µg/l,NR,Uit regelgeving,EXCLAC,Exclusief achtergrondconcentratie,Correctie voor achtergrondconcentratie mogelijk,,,MAC,Maximaal aanvaardbare concentratie,GED,Gedegen norm,OW,Oppervlaktewater,ZOET,Landoppervlaktewateren,CONCTTE,(massa)Concentratie,nf,na filtratie (opgeloste fractie),MAX,Maximum,,,
